name,greekName,romanName,category,description,status,defense,attack,gender,images__thumbnail,images__regular,relatives__father,relatives__mother,descritpion,greekname,isgod
Aegyptus,Αίγυπτος,,king,a king of Egypt,mortal,10,10,male,,,,,,,no
Aeson,,,king,"father of Jason and rightful king of Iolcus, whose throne was usurped by his half-brother Pelias",mortal,10,10,male,,,,,,,no
Aëthlius,,,king,first king of Elis,mortal,90,90,male,,,,,,,no
Aetolus,Αιτωλός,,king,a king of Elis,mortal,10,10,male,,,,,,,no
Agamemnon,Ἀγαμέμνων,,king,a king of Mycenae and commander of the Greek armies during the Trojan War,mortal,10,10,male,,,,,,,no
Agasthenes,,,king,a king of Elis,mortal,10,10,male,,,,,,,no
Agenor,Αγήνωρ,,king,a king of Phoenicia,mortal,90,2,male,,,,,,,no
Alcinous,Αλκίνους,,king," Ἀλκίνοος), a king of Phaeacia",mortal,3,3,male,,,,,,,no
Alcmaeon,,,king,a king of Argos and one of the Epigoni,mortal,89,10,male,,,,,,,no
Aleus,,,king,a king of Tegea,mortal,10,90,male,,,,,,,no
Amphiaraus,Ἀμφιάραος,,king,a seer and king of Argos who participated in the Calydonian Boar hunt and the war of the Seven Against Thebes,mortal,10,3,male,,,,,,,no
Amphictyon,Ἀμφικτύων,,king,a king of Athens,mortal,10,10,male,,,,,,,no
Amphion and Zethus,,,king,"twin sons of Zeus and kings of Thebes, who constructed the city's walls",mortal,90,10,male,,,,,,,no
Amycus,,,king,son of Poseidon and king of the Bebryces,mortal,10,10,male,,,,,,,no
Anaxagoras,Ἀναξαγόρας,,king,a king of Argos,mortal,10,10,male,,,,,,,no
Anchises,Αγχίσης,,king,a king of Dardania and father of Aeneas,mortal,10,10,male,,,,,,,no
Arcesius,,,king,a king of Ithaca and father of Laertes,mortal,90,90,male,,,,,,,no
Argeus,,,king,a king of Argos,mortal,3,10,male,,,,,,,no
Argus,,,king,a son of Zeus and king of Argos after Phoroneus,mortal,89,10,male,,,,,,,no
Assaracus,,,king,a king of Dardania,mortal,10,10,male,,,,,,,no
Asterion,,,king,a king of Crete,mortal,10,90,male,,,,,,,no
Athamas,Ἀθάμας,,king,a king of Orchomenus,mortal,10,3,male,,,,,,,no
Atreus,Ἀτρεύς,,king,a king of Mycenae and father of Agamemnon and Menelaus,mortal,90,89,male,,,,,,,no
Augeas,Αυγείας,,king,a king of Elis,mortal,10,10,male,,,,,,,no
Autesion,,,king,a king of Thebes,mortal,10,10,male,,,,,,,no
Bias,,,king,a king of Argos,mortal,10,10,male,,,,,,,no
Busiris,,,king,a king of Egypt,mortal,10,90,male,,,,,,,no
Cadmus,,,king,founder-king of Thebes,mortal,90,10,male,,,,,,,no
Car,,,king,a king of Megara,mortal,10,10,male,,,,,,,no
Catreus,,,king,"a king of Crete, prophesied to die at the hands of his own son",mortal,10,10,male,,,,,,,no
Cecrops,,,king,an autochthonous king of Athens,mortal,10,90,male,,,,,,,no
Ceisus,,,king,a king of Argos,mortal,90,3,male,,,,,,,no
Celeus,,,king,a king of Eleusis,mortal,3,10,male,,,,,,,no
Cephalus,,,king,a king of Phocis who accidentally killed his own wife,mortal,89,10,male,,,,,,,no
Cepheus,,,king,a king of Ethiopia,mortal,10,90,male,,,,,,,no
Cepheus,,,king,a king of Tegea and an Argonaut,mortal,10,10,male,,,,,,,no
Charnabon,,,king,a king of the Getae,mortal,10,10,male,,,,,,,no
Cinyras,,,king,a king of Cyprus and father of Adonis,mortal,90,10,male,,,,,,,no
Codrus,,,king,a king of Athens,mortal,10,90,male,,,,,,,no
Corinthus,,,king,founder-king of Corinth,mortal,10,3,male,,,,,,,no
Cranaus,,,king,a king of Athens,mortal,3,89,male,,,,,,,no
Creon,,,king,"a king of Thebes, brother of Jocasta and uncle of Oedipus",mortal,10,10,male,,,,,,,no
Creon,,,king,a king of Corinth who was hospitable towards Jason and Medea,mortal,10,10,male,,,,,,,no
Cres,,,king,an early Cretan king,mortal,10,10,male,,,,,,,no
Cresphontes,,,king,a king of Messene and descendent of Heracles,mortal,10,90,male,,,,,,,no
Cretheus,,,king,founder-king of Iolcus,mortal,10,10,male,,,,,,,no
Criasus,,,king,a king of Argos,mortal,90,10,male,,,,,,,no
Cylarabes,,,king,a king of Argos,mortal,10,10,male,,,,,,,no
Cynortas,,,king,a king of Sparta,mortal,10,90,male,,,,,,,no
Cyzicus,,,king,"king of the Dolionians, mistakenly killed by the Argonauts",mortal,10,3,male,,,,,,,no
Danaus,,,king,a king of Egypt and father of the Danaides,mortal,90,10,male,,,,,,,no
Dardanus,,,king,"founder-king of Dardania, and son of Zeus and Electra",mortal,3,90,male,,,,,,,no
Deiphontes,,,king,a king of Argos,mortal,89,3,male,,,,,,,no
Demophon,,,king,"of Athens, a king of Athens",mortal,10,10,male,,,,,,,no
Diomedes,,,king,a king of Argos and hero of the Trojan War,mortal,10,10,male,,,,,,,no
Echemus,,,king,a king of Arcadia,mortal,10,10,male,,,,,,,no
Echetus,,,king,a king of Epirus,mortal,90,10,male,,,,,,,no
Eetion,,,king,a king of Cilician Thebe and father of Andromache,mortal,10,10,male,,,,,,,no
Electryon,,,king,a king of Tiryns and Mycenae; son of Perseus and Andromeda,mortal,10,90,male,,,,,,,no
Elephenor,,,king,a king of the Abantes of Euboea,mortal,10,10,male,,,,,,,no
Eleusis,,,king,"eponym and king of Eleusis, Attica",mortal,10,10,male,,,,,,,no
Epaphus,,,king,"a king of Egypt and founder of Memphis, Egypt",mortal,10,10,male,,,,,,,no
Epopeus,,,king,a king of Sicyon,mortal,90,90,male,,,,,,,no
Erechtheus,,,king,a king of Athens,mortal,3,3,male,,,,,,,no
Erginus,,,king,a king of Minyean Orchomenus in Boeotia,mortal,89,89,male,,,,,,,no
Erichthonius,,,king,"a king of Athens, born of Hephaestus' attempt to rape Athena",mortal,10,10,male,,,,,,,no
Eteocles,,,king,a king of Thebes and son of Oedipus; he and his brother Polynices killed each other,mortal,10,10,male,,,,,,,no
Eteocles,,,king,"son of Andreus, a king of Orchomenus",mortal,10,10,male,,,,,,,no
Eurotas,,,king,a king of Sparta,mortal,90,90,male,,,,,,,no
Eurystheus,,,king,a king of Tiryns,mortal,10,10,male,,,,,,,no
Euxantius,,,king,"a king of Ceos, son of Minos and Dexithea",mortal,10,10,male,,,,,,,no
Gelanor,,,king,a king of Argos,mortal,89,10,male,,,,,,,no
Haemus,,,king,a king of Thrace,mortal,10,90,male,,,,,,,no
Helenus,,,king,"seer and twin brother of Cassandra, who later became king of Epirus",mortal,10,3,male,,,,,,,no
Hippothoön,,,king,a king of Eleusis,mortal,10,10,male,,,,,,,no
Hyrieus,,,king,a king of Boeotia,mortal,90,10,male,,,,,,,no
Ilus,,,king,founder-king of Troy,mortal,10,90,male,,,,,,,no
Ixion,,,king,a king of the Lapiths who attempted to rape Hera and was bound to a flaming wheel in Tartarus,mortal,10,10,male,,,,,,,no
Laërtes,,,king,father of Odysseus and king of the Cephallenians; he sailed with the Argonauts and participated in the Calydonian Boar hunt,mortal,11200,10,male,,,,,,,no
Laomedon,,,king,a king of Troy and father of Priam,mortal,3,10,male,,,,,,,no
Lycaon of Arcadia,,,king,a deceitful Arcadian king who was transformed by Zeus into a wolf,mortal,10,90,male,,,,,,,no
"Lycurgus of Arcadia, a king of Arcadia",,,king,,mortal,90,3,male,,,,,,,no
Lycurgus of Nemea,,,king, a king of Nemea,mortal,3,89,male,,,,,,,no
Makedon,,,king,a king of Macedon,mortal,10,10,male,,,,,,,no
Megareus of Onchestus,,,king,a king of Onchestus in Boeotia,mortal,10,10,male,,,,,,,no
Megareus of Thebes,,,king, a king of Thebes,mortal,10,10,male,,,,,,,no
Melampus,,,king,"a legendary soothsayer and healer, and king of Argos",mortal,10,90,male,,,,,,,no
Melanthus,,,king,a king of Messenia,mortal,10,10,male,,,,,,,no
Memnon,,,king,a king of Ethiopia who fought on the side of Troy during the Trojan War,mortal,90,10,male,,,,,,,no
Menelaus,,,king,a king of Sparta and the husband of Helen,mortal,10,10,male,,,,,,,no
Menestheus,,,king,a king of Athens who fought on the side of the Greeks during the Trojan War,mortal,10,90,male,,,,,,,no
Midas,,,king,a king of Phrygia granted the power to turn anything to gold with a touch,mortal,10,3,male,,,,,,,no
Minos,,,king,"a king of Crete; after his death, became one of the judges of the dead in the Underworld",mortal,90,10,male,,,,,,,no
Myles,,,king,a king of Laconia,mortal,3,90,male,,,,,,,no
Nestor,,,king,"a king of Pylos who sailed with the Argonauts, participated in the Calydonian Boar hunt and fought with the Greek armies in the Trojan War",mortal,89,3,male,,,,,,,no
Nycteus,,,king,a king of Thebes,mortal,10,10,male,,,,,,,no
Odysseus,,,king,a hero and king of Ithaca whose adventures are the subject of Homer's Odyssey; he also played a key role during the Trojan War,mortal,10,10,male,,,,,,,no
Oebalus,,,king,a king of Sparta,mortal,10,10,male,,,,,,,no
Oedipus,,,king,a king of Thebes fated to kill his father and marry his mother,mortal,90,10,male,,,,,,,no
Oeneus,,,king,a king of Calydon,mortal,3,10,male,,,,,,,no
Oenomaus,,,king,a king of Pisa,mortal,10,90,male,,,,,,,no
Oenopion,,,king,a king of Chios,mortal,10,10,male,,,,,,,no
Ogygus,,,king,a king of Thebes,mortal,10,10,male,,,,,,,no
Oicles,,,king,a king of Argos,mortal,10,10,male,,,,,,,no
Oileus,,,king,a king of Locris,mortal,10,90,male,,,,,,,no
Orestes,,,king,a king of Argos and a son of Clytemnestra and Agamemnon; he killed his mother in revenge for her murder of his father,mortal,90,3,male,,,,,,,no
Oxyntes,,,king,a king of Athens,mortal,10,89,male,,,,,,,no
Pandion I,,,king,a king of Athens,mortal,10,10,male,,,,,,,no
Pandion II,,,king,a king of Athens,mortal,10,10,male,,,,,,,no
Peleus,,,king,king of the Myrmidons and father of Achilles; he sailed with the Argonauts and participated in the Calydonian Boar hunt,mortal,90,10,male,,,,,,,no
Pelias,,,king,a king of Iolcus and usurper of Aeson's rightful throne,mortal,3,90,male,,,,,,,no
Pelops,,,king,a king of Pisa and founder of the House of Atreus,mortal,89,10,male,,,,,,,no
Pentheus,,,king,a king of Thebes who banned the worship of Dionysus and was torn apart by Maenads,mortal,10,10,male,,,,,,,no
Periphas,,,king,legendary king of Attica who Zeus turned into an eagle.,mortal,10,10,male,,,,,,,no
Perseus,Περσεύς,,king,founder-king of Mycenae and slayer of the Gorgon Medusa,mortal,10,90,male,,,,,,,no
Phineus,,,king,a king of Thrace,mortal,90,3,male,,,,,,,no
Phlegyas,,,king,a king of the Lapiths,mortal,10,10,male,,,,,,,no
"Phoenix, son of Agenor",,,king,founder-king of Phoenicia,mortal,10,10,male,,,,,,,no
Phoroneus,,,king,a king of Argos,mortal,10,90,male,,,,,,,no
Phyleus,,,king,a king of Elis,mortal,90,10,male,,,,,,,no
Pirithoös,,,king,"king of the Lapiths and husband of Hippodamia, at whose wedding the Battle of Lapiths and Centaurs occurred",mortal,3,10,male,,,,,,,no
Pittheus,,,king,a king of Troezen and grandfather of Theseus,mortal,10,10,male,,,,,,,no
Polybus of Corinth,,,king,a king of Corinth,mortal,10,90,male,,,,,,,no
Polybus of Sicyon,,,king,a king of Sicyon and son of Hermes,mortal,90,3,male,,,,,,,no
Polybus of Thebes,,,king,a king of Thebes,mortal,10,89,male,,,,,,,no
Polynices,,,king,a king of Thebes and son of Oedipus; he and his brother Eteocles killed each other,mortal,10,10,male,,,,,,,no
Priam,,,king,king of Troy during the Trojan War,mortal,10,10,male,,,,,,,no
Proetus,,,king,a king of Argos and Tiryns,mortal,90,10,male,,,,,,,no
Pylades,,,king,a king of Phocis and friend of Orestes,mortal,3,90,male,,,,,,,no
Rhadamanthys,,,king,"a king of Crete; after his death, he became a judge of the dead in the Underworld",mortal,89,10,male,,,,,,,no
Rhesus,,,king,a king of Thrace who sided with Troy in the Trojan War,mortal,10,10,male,,,,,,,no
Sarpedon,,,king,a king of Lycia and son of Zeus who fought on the side of the Greeks during the Trojan War,mortal,10,10,male,,,,,,,no
Sisyphus,,,king,"a king of Thessaly who attempted to cheat death and was sentenced to an eternity of rolling a boulder up a hill, only to watch it roll back down",mortal,10,90,male,,,,,,,no
Sithon,,,king,a king of Thrace,mortal,90,3,male,,,,,,,no
Talaus,,,king,a king of Argos who sailed with the Argonauts,mortal,10,10,male,,,,,,,no
Tegyrios,,,king,a king of Thrace,mortal,10,90,male,,,,,,,no
Telamon,,,king,a king of Salamis and father of Ajax; he sailed with the Argonauts and participated in the Calydonian Boar hunt,mortal,10,3,male,,,,,,,no
Telephus,,,king,a king of Mysia and son of Heracles,mortal,90,10,male,,,,,,,no
Temenus,,,king,a king of Argos and descendent of Heracles,mortal,3,10,male,,,,,,,no
Teucer,,,king,founder-king of Salamis who fought alongside the Greeks in the Trojan War,mortal,10,10,male,,,,,,,no
Teutamides,,,king,a king of Larissa,mortal,90,10,male,,,,,,,no
Teuthras,,,king,a king of Mysia,mortal,3,10,male,,,,,,,no
Thersander,,,king,a king of Thebes and one of the Epigoni,mortal,10,90,male,,,,,,,no
Theseus,,,king,a king of Athens and slayer of the Minotaur,mortal,10,10,male,,,,,,,no
Thyestes,,,king,a king of Mycenae and brother of Atreus,mortal,10,10,male,,,,,,,no
Tisamenus,,,king,"a king of Argos, Mycenae, and Sparta",mortal,10,10,male,,,,,,,no
Tyndareus,,,king,a king of Sparta,mortal,10,90,male,,,,,,,no
Amphilochus,Αμφίλοχος,,seer/oracle,a seer and brother of Alcmaeon who died in the war of the Seven Against Thebes,mortal,90,3,male,,,,,,,no
Anius,,,seer/oracle,son of Apollo who prophesied that the Trojan War would be won in its tenth year,mortal,10,89,male,,,,,,,no
Asbolus,,,seer/oracle,a seer Centaur,mortal,10,10,male,,,,,,,no
Bakis,,,seer/oracle,,mortal,10,10,male,,,,,,,no
Branchus,,,seer/oracle,a seer and son of Apollo,mortal,90,10,male,,,,,,,no
Calchas,,,seer/oracle,an Argive seer who aided the Greeks during the Trojan War,mortal,3,90,male,,,,,,,no
Carnus,,,seer/oracle,an Acarnanian seer and lover of Apollo,mortal,89,10,female,,,,,,,no
Carya,,,seer/oracle,a seer and lover of Dionysus,mortal,10,10,female,,,,,,,no
Cassandra,,,seer/oracle,a princess of Troy cursed to see the future but never to be believed,mortal,10,10,female,,,,,,,no
Ennomus,,,seer/oracle,"a Mysian seer, killed by Achilles during the Trojan War",mortal,10,90,male,,,,,,,no
Halitherses,,,seer/oracle,an Ithacan seer who warned Penelope's suitors of Odysseus' return,mortal,90,3,female,,,,,,,no
Helenus,,,seer/oracle,"seer and twin brother of Cassandra, who later became king of Epirus",mortal,10,10,male,,,,,,,no
Iamus,,,seer/oracle,"a son of Apollo possessing the gift of prophecy, he founded the Iamidai",mortal,10,10,male,,,,,,,no
Idmon,,,seer/oracle,a seer who sailed with the Argonauts,mortal,10,90,male,,,,,,,no
Manto,,,seer/oracle,seer and daughter of Tiresias,mortal,90,10,female,,,,,,,no
Melampus,,,seer/oracle,"a legendary soothsayer and healer, and king of Argos",mortal,3,10,male,,,,,,,no
Mopsus,,,seer/oracle,the name of two legendary seers,mortal,10,10,male,,,,,,,no
Polyeidos,,,seer/oracle,a Corinthian seer who saved the life of Glaucus,mortal,10,90,male,,,,,,,no
Pythia,,,seer/oracle,the Oracle of Delphi,mortal,90,3,female,,,,,,,no
Telemus,,,seer/oracle,a seer who foresaw that the Cyclops Polyphemus would be blinded by Odysseus,mortal,10,89,male,,,,,,,no
Theoclymenus,,,seer/oracle,an Argive seer,mortal,10,10,male,,,,,,,no
Tiresias,,,seer/oracle,blind prophet of Thebes,mortal,10,10,,,,,,,,no
Aegea,,,amazon,a queen of the Amazons,mortal,90,10,female,,,,,,,no
Aella,Ἄελλα,,amazon,an Amazon who was killed by Heracles,mortal,3,90,female,,,,,,,no
Alcibie,Ἀλκιβίη,,amazon,"an Amazonian warrior, killed by Diomedes at Troy",mortal,89,10,female,,,,,,,no
Antandre,Ἀντάνδρη,,amazon,"an Amazonian warrior, killed by Achilles at Troy",mortal,10,10,female,,,,,,,no
Antiope,Ἀντιόπη,,amazon,a daughter of Ares and sister of Hippolyta,mortal,10,10,female,,,,,,,no
Areto,Ἀρετώ,,amazon,an Amazon,mortal,10,90,female,,,,,,,no
Asteria,Ἀστερία,,amazon,an Amazon who was killed by Heracles,mortal,90,3,female,,,,,,,no
Bremusa,Βρέμουσα,,amazon,"an Amazonian warrior, killed by Idomeneus at Troy",mortal,10,10,female,,,,,,,no
Celaeno,Κελαινώ,,amazon,"an Amazonian warrior, killed by Heracles",mortal,10,90,female,,,,,,,no
Eurypyle,Εὐρυπύλη,,amazon,an Amazon leader who invaded Ninus and Babylonia,mortal,10,3,female,,,,,,,no
Hippolyta,Ἱππολύτη,,amazon,a queen of Amazons and daughter of Ares,mortal,90,10,female,,,,,,,no
Hippothoe,Ἱπποθόη,,amazon,"an Amazonian warrior, killed by Achilles at Troy",mortal,3,10,female,,,,,,,no
Iphito,Ἰφιτώ,,amazon,an Amazon who served under Hippolyta,mortal,10,10,female,,,,,,,no
Lampedo,Λαμπεδώ,,amazon,an Amazon queen who ruled with her sister Marpesia,mortal,90,10,female,,,,,,,no
Marpesia,Μαρπεσία,,amazon,an Amazon queen who ruled with her sister Lampedo,mortal,3,10,female,,,,,,,no
Melanippe,Μελανίππη,,amazon,a daughter of Ares and sister of Hippolyta and Antiope,mortal,10,90,female,,,,,,,no
Molpadia,Μολπαδία,,amazon,an Amazon who killed Antiope,mortal,10,10,female,,,,,,,no
Myrina,Μύρινα,,amazon,a queen of the Amazons,mortal,10,10,female,,,,,,,no
Orithyia,Ὠρείθυια,,amazon,an Amazon queen,mortal,10,10,female,,,,,,,no
Otrera,Ὀτρήρα,,amazon,"an Amazon queen, consort of Ares and mother of Hippolyta",mortal,10,90,female,,,,,,,no
Pantariste,Πανταρίστη,,amazon,an Amazon who fought with Hippolyta against Heracles,mortal,90,3,female,,,,,,,no
Penthesilea,Πενθεσίλεια,,amazon,an Amazon queen who fought in the Trojan War on the side of Troy,mortal,10,89,female,,,,,,,no
Thalestris,Θάληστρις,,amazon,a queen of the Amazons,mortal,10,10,female,,,,,,,no
The Danaides,,,inmate of Tartarus,forty-nine daughters of Danaus who murdered their husbands and were condemned to an eternity of carrying water in leaky jugs,mortal,10,10,female,,,,,,,no
Ixion,,,inmate of Tartarus,a king of the Lapiths who attempted to rape Hera and was bound to a flaming wheel in Tartarus,mortal,90,10,male,,,,,,,no
Sisyphus,,,inmate of Tartarus,"a king of Thessaly who attempted to cheat death and was sentenced to an eternity of rolling a boulder up a hill, only to watch it roll back down",mortal,3,90,male,,,,,,,no
Tantalus,,,inmate of Tartarus,"a king of Anatolia who butchered his son Pelops and served him as a meal to the gods; he was punished with the torment of starvation, food and drink eternally dangling just out of reach",mortal,89,10,male,,,,,,,no
Abas,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Abia,,,minor figure,"Nursemaid of Glenus, a son of Heracles.",mortal,10,10,female,,,,,,,no
Acallaris,,,minor figure,Daughter of Eumedes.,mortal,10,90,female,,,,,,,no
Abrota,,,minor figure,"Wife of Nisos, king of Megara.",mortal,90,3,male,,,,,,,no
Acamas (son of Antenor),Ἀκάμας,,minor figure,A son of Antenor who fought in the Trojan war on the side of Troy.,mortal,10,10,male,,,,,,,no
Acamas (son of Theseus),Ἀκάμας,,minor figure,A son of Theseus who fought with the Greeks during the Trojan War.,mortal,10,10,male,,,,,,,no
Acarnan,Ἀκαρνάν,,minor figure,A son of Alcmaeon and Callirrhoe.,mortal,10,90,female,,,,,,,no
Achaeus,Ἀχαιός,,minor figure,Progenitor of the Achaeans.,mortal,90,10,female,,,,,,,no
Acoetes,,,minor figure,A priest of Dionysus.,mortal,3,10,male,,,,,,,no
Acraepheus,,,minor figure,A son of Apollo.,mortal,10,10,male,,,,,,,no
Actaeon,,,minor figure,A hunter transformed into a stag by Artemis and devoured by his own hounds.,mortal,10,90,male,,,,,,,no
Actor,Άκτωρ,,minor figure,The name of several mythological figures.,mortal,90,3,female,,,,,,,no
Aegiale,Αἰγιαλεία,,minor figure,Unfaithful wife of Diomedes.,mortal,10,89,female,,,,,,,no
Aegialeus,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Aepytus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Aëdon,,,minor figure,"Daughter of Pandareus, changed into a nightingale.",mortal,90,10,male,,,,,,,no
Aërope,,,minor figure,The name of several mythological figures.,mortal,3,90,male,,,,,,,no
Aesacus,,,minor figure,A son of Priam who was transformed into a bird.,mortal,89,10,female,,,,,,,no
Aethalides,,,minor figure,Herald of the Argonauts.,mortal,10,10,female,,,,,,,no
Aethilla,,,minor figure,"Sister of Priam, king of Troy.",mortal,10,10,male,,,,,,,no
Aethra,Αἴθρα,,minor figure,Mother of Theseus.,mortal,10,90,male,,,,,,,no
Aetolus,,,minor figure,"A son of Endymion, eponym of Aetolia.",mortal,90,3,male,,,,,,,no
Agamede,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Agamedes,,,minor figure,A famed architect.,mortal,10,90,female,,,,,,,no
Agapenor,,,minor figure,Leader of the Arcadians during the Trojan War.,mortal,10,3,female,,,,,,,no
Agastrophus,,,minor figure,A Paeonian ally of the Trojans.,mortal,90,10,male,,,,,,,no
Agave,,,minor figure,Mother of Cadmus and worshipper of Dionysus.,mortal,3,10,male,,,,,,,no
Agelaus,Ageláos,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Aglaea,Αγλαΐα,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Aglaulus,,,minor figure,The name of several mythological figures.,mortal,3,10,female,,,,,,,no
Agrius,,,minor figure,The name of several mythological figures.,mortal,10,90,male,,,,,,,no
Agron,,,minor figure,"A son of Eumelus who was transformed into a plover for disrespecting Hermes, Athena and Artemis.",mortal,10,10,male,,,,,,,no
Alcaeus,Ἀλκαίος,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Alcathous,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Alcidice,,,minor figure,"Wife of Salmoneus, king of Elis.",mortal,10,90,female,,,,,,,no
Alcimache,,,minor figure,The name of several mythological figures.,mortal,90,3,female,,,,,,,no
Alcimede,,,minor figure,Wife of Aeson and mother of Jason.,mortal,10,89,male,,,,,,,no
Alcimedon,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Alcimus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Alcinoe,,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Alcmene,Ἀλκμήνη,,minor figure,Mother of Heracles.,mortal,3,90,female,,,,,,,no
Alcyone,Ἀλκυών or Ἀλκυόνη,,minor figure,Daughter of Aeolus and wife of Ceyx.,mortal,89,10,male,,,,,,,no
Almus,,,minor figure,One of the sons of Sisyphus.,mortal,10,10,male,,,,,,,no
Aloeus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Alope,,,minor figure,A woman seduced by Poseidon in the form of a kingfisher.,mortal,10,90,female,,,,,,,no
Alphesiboea,,,minor figure,The name of several mythological figures.,mortal,90,3,female,,,,,,,no
Althaea,Ἀλθαία,,minor figure,Mother of Meleager.,mortal,10,10,female,,,,,,,no
Althaemenes,,,minor figure,"Son of Catreus, king of Crete; it was prophesied he would kill his own father.",mortal,10,10,male,,,,,,,no
Amarynceus,,,minor figure,A chief of the Eleans.,mortal,10,90,male,,,,,,,no
Amethystos,,,minor figure,A maiden that was changed into amethyst.,mortal,90,10,male,,,,,,,no
Amphidamas,Ἀμφιδάμας,,minor figure,The name of several mythological figures.,mortal,3,10,female,,,,,,,no
Amphimachus,Ἀμφίμαχος,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Amphinome,,,minor figure,The name of several mythological figures.,mortal,10,90,male,,,,,,,no
Amphinomus,Ἀμφίνομος,,minor figure,A son of Nisos and one of Penelope's suitors during the Odyssey.,mortal,90,3,male,,,,,,,no
Amphion,,,minor figure,The name of several mythological figures.,mortal,10,89,male,,,,,,,no
Amphithea,Ἀμφιθέα,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Amyclas,Ἀμύκλας,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Amyntor,Ἀμύντωρ,,minor figure,The name of several mythological figures.,mortal,90,10,female,,,,,,,no
Amythaon,,,minor figure,"A son of Cretheus, father of Melampus and Bias.",mortal,3,90,male,,,,,,,no
Anaxarete,,,minor figure,A Cypriot maiden turned to stone by Aphrodite for refusing her suitor's advances.,mortal,89,10,male,,,,,,,no
Anaxibia,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Anaxo,,,minor figure,Mother of Alcmene.,mortal,10,10,female,,,,,,,no
Ancaeus,,,minor figure,"The name of two separate Argonauts, each of whom was killed by a boar.",mortal,10,90,female,,,,,,,no
Anchialus,Ἀγχίαλος,,minor figure,The name of several mythological figures.,mortal,90,3,male,,,,,,,no
Andraemon,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Andreus,,,minor figure,Son of the river-god Peneus.,mortal,10,90,male,,,,,,,no
Androgeus,,,minor figure,"A son of Minos, king of Crete.",mortal,10,3,female,,,,,,,no
Antenor,Ἀντήνωρ,,minor figure,A counselor of Priam.,mortal,90,10,female,,,,,,,no
Anthas,,,minor figure,"Founder and king of Anthea, a part of what later became Troezen.",mortal,3,10,female,,,,,,,no
Antheus,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Anthus,,,minor figure,The name of several mythological figures.,mortal,90,10,male,,,,,,,no
Anticlus,,,minor figure,one of the Greek warriors who hid inside the Trojan Horse.,mortal,3,10,male,,,,,,,no
Anticlea,,,minor figure,Mother of Odysseus.,mortal,10,90,female,,,,,,,no
Antilochus,Ἀντίλοχος,,minor figure,A son of Nestor who participated in the Trojan War.,mortal,10,10,female,,,,,,,no
Antimachus,Αντίμαχος,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Antinoe,,,minor figure,The name of several mythological figures.,mortal,10,10,male,,,,,,,no
Antinous,,,minor figure,one of the most prominent and disrespectful suitors of Penelope during the Odyssey.,mortal,10,90,male,,,,,,,no
Antion,,,minor figure,father of Ixion.,mortal,90,3,female,,,,,,,no
Antiphates,,,minor figure,The name of several mythological figures.,mortal,10,89,female,,,,,,,no
Antiphus,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Apemosyne,,,minor figure,A daughter of Catreus who was raped by Hermes.,mortal,10,10,male,,,,,,,no
Aphareus,,,minor figure,founder of the city Arene in Messenia.,mortal,90,10,male,,,,,,,no
Apheidas,,,minor figure,The name of several mythological figures.,mortal,3,90,male,,,,,,,no
Apis,,,minor figure,The name of several mythological figures.,mortal,89,10,female,,,,,,,no
Apisaon,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Apsyrtus,,,minor figure,"A son of Aeëtes, murdered by his sister Medea.",mortal,10,10,male,,,,,,,no
Arcas,Αρκάς,,minor figure,Son of Zeus and Callisto.,mortal,10,90,male,,,,,,,no
Arceophon,,,minor figure,A Phoenician man who committed suicide after being spurned by his beloved.,mortal,90,3,male,,,,,,,no
Arcesilaus,,,minor figure,One of the Greek leaders in the Trojan War.,mortal,10,10,female,,,,,,,no
Areithous,,,minor figure,The name of several mythological figures.,mortal,10,10,female,,,,,,,no
Aretaon,,,minor figure,The name of several mythological figures.,mortal,10,90,female,,,,,,,no
Arete,,,minor figure,Wife of Alcinous.,mortal,90,10,male,,,,,,,no
Arganthone,,,minor figure,Famed huntress and lover of Rhesus.,mortal,3,10,male,,,,,,,no
